strict_route_id,rank,baseline_mean_ba,selected_mean_ba,delta_mean_ba,selected_dep_mean_ba,selected_hc_mean_ba,selected_gap,selected_min_outer_mean_ba,outer_units,source_p1_mean_ba
strict_top7_moe_07,7,0.7802502080000001,0.782711648,0.002461440000000015,0.698488832,0.81078592,0.11229708800000004,0.75092,5,0.833266
strict_top7_moe_03,3,0.77916064,0.7814135999999999,0.0022529599999999484,0.6999545599999999,0.8085666133333334,0.10861205333333346,0.7457015999999999,5,0.8360380000000001
strict_top7_moe_04,4,0.7762848,0.781244608,0.0049598079999999545,0.6940101120000001,0.8103227733333334,0.11631266133333329,0.749172,5,0.83602
strict_top7_moe_05,5,0.77418592,0.7808729920000002,0.006687072000000049,0.6980654079999999,0.8084755200000002,0.11041011200000028,0.7472248,5,0.833226
strict_top7_moe_06,6,0.7802502080000001,0.780636352,0.0003861439999999883,0.695993088,0.8088507733333332,0.11285768533333318,0.7471968,5,0.833266
strict_top7_moe_01,1,0.7790657280000001,0.7797357439999999,0.0006700159999999622,0.699520256,0.80647424,0.106953984,0.750456,5,0.837272
strict_top7_moe_02,2,0.778483616,0.776879168,-0.0016044480000000582,0.694954752,0.8041873066666666,0.10923255466666659,0.7452799999999999,5,0.836216
